exercise_id,exercise_name,description,target_muscle_group,difficulty_level,equipment_needed,exercise_category,estimated_calories_per_min,default_duration_seconds,source
375,Holman Squat Thrust to Alternating Knee-In,"Stand with feet shoulder-width apart. Lower your body by bending your knees and hips as if sitting back into a chair. Push through your heels to return to standing, engaging your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
376,Holman Stair Toe Tap,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
377,Holman Standing Heel Click,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
378,Holman Standing Russian Twist,"Sit with knees bent and feet off the ground. Twist your torso from side to side, touching the ground on each side. Keep your core engaged and abdominals tight throughout the movement.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
379,Holman Straight Plank Donkey Kick,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
380,Holman Straight Plank Hand Tap to Shoulder Tap,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
381,Holman Straight Plank Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
382,Holman Straight Plank Pike,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
383,Holman Straight Plank Pike to Renegade Row,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
384,Holman Straight Plank Quick Reach,"Hold a plank position. Reach forward with one hand while maintaining stability. Return to plank and alternate sides, keeping your abdominals engaged.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
385,Holman Straight Plank Right-Left Jack to Split Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
386,Holman Straight Plank Shoulder Tap,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
387,Holman Straight Plank Split Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
388,Holman Straight Plank Squat Thrust,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
389,Holman Straight Plank to Kick-Up,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
390,Holman Straight Plank with Alternating Diagonal Sit-Back,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
391,Holman Straight Plank with Alternating Leg Kick-Under,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
392,Holman Straight Plank with Dirty Dog,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
393,Holman Straight Plank with Hand Tap,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
394,Holman Straight-Legged Bicycle,"Lie on your back with hands behind your head. Bring your right elbow to your left knee while extending your right leg. Alternate in a cycling motion, engaging your abdominals throughout.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
395,Holman Straight-Legged Hip Raise,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
396,Holman Supine Double Pike,"Start in a push-up position. Raise your hips toward the ceiling, forming an inverted V-shape. Keep your legs and back straight, feeling the stretch in your abdominals. Lower back to starting position.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
397,Holman Towel Burpee,"Start standing, drop into a squat and place hands on the ground. Jump feet back into a plank, perform a push-up, jump feet back to hands, then explosively jump up. This full-body exercise intensely works your abdominals.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
398,Holman Towel Dirty Dog,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
399,Holman Towel Elbow Plank Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
400,Holman Towel Elbow Plank Pike,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
401,Holman Towel Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
402,Holman Towel Reverse Plank Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
403,Holman Towel Straight Plank Hand Reach,"Hold a plank position. Reach forward with one hand while maintaining stability. Return to plank and alternate sides, keeping your abdominals engaged.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
404,Holman Towel Straight Plank Jack,"Hold a straight body position supported by your forearms and toes. Keep your body in a straight line from head to heels, engaging your abdominals. Avoid letting your hips sag or pike up.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
405,Holman Towel Wax-On Wax-Off,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
406,Holman Towel Wide Hill Climber,"An effective abdominals exercise. Perform the movement with controlled form, maintaining tension in your abdominals throughout. Focus on the mind-muscle connection with each repetition.",abdominals,intermediate,bodyweight,strength,5.0,60,mega_dataset
